date,campaign_name,campaign_id,platform,objective,market,model,impressions,clicks,ctr,cpm,cpc,spend,reach,frequency,video_views,video_view_rate,leads,link_clicks,landing_page_views,cost_per_lead
2025-01-07,META_GB_S07_AWR_EV_INTENDERS_20250107,ME71267,Facebook,awareness,GB,DEEPAL S07,23391,442,0.018896,15.47,0.82,361.76,15242,1.53,6605,0.2824,0,381,291,0.0
2025-01-08,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250108,ME30274,Instagram,awareness,GB,DEEPAL S07,40158,622,0.015489,6.62,0.43,265.89,32315,1.24,15769,0.3927,0,551,456,0.0
2025-01-08,META_GB_S07_AWR_FAMILY_BUYERS_20250108,ME11744,Instagram,awareness,GB,DEEPAL S07,13648,174,0.012749,10.9,0.86,148.82,11068,1.23,3177,0.2328,0,139,108,0.0
2025-01-08,META_GB_S07_AWR_ECO_CONSCIOUS_20250108,ME92692,Instagram,awareness,GB,DEEPAL S07,20277,357,0.017606,13.91,0.79,282.1,14344,1.41,6864,0.3385,0,272,211,0.0
2025-01-08,META_GB_S07_AWR_SITE_VISITORS_20250108,ME95253,Facebook,awareness,GB,DEEPAL S07,17547,317,0.018066,11.02,0.61,193.41,11248,1.56,4860,0.277,0,269,205,0.0
2025-01-08,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250108,ME38471,Instagram,awareness,GB,DEEPAL S07,39908,607,0.01521,6.92,0.45,276.0,24612,1.62,10355,0.2595,0,467,337,0.0
2025-01-08,META_GB_S07_AWR_ECO_CONSCIOUS_20250108,ME88786,Instagram,awareness,GB,DEEPAL S07,2171,52,0.023952,10.81,0.45,23.48,1484,1.46,518,0.2386,0,39,32,0.0
2025-01-08,META_GB_S07_AWR_EV_INTENDERS_20250108,ME77167,Facebook,awareness,GB,DEEPAL S07,3137,31,0.009882,13.22,1.34,41.49,2658,1.18,519,0.1654,0,28,20,0.0
2025-01-08,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250108,ME11246,Instagram,awareness,GB,DEEPAL S07,7958,82,0.010304,7.72,0.75,61.42,4585,1.74,2783,0.3497,0,66,47,0.0
2025-01-08,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250108,ME98968,Facebook,awareness,GB,DEEPAL S07,65201,1391,0.021334,6.0,0.28,391.38,43488,1.5,18797,0.2883,0,1018,745,0.0
2025-01-08,META_GB_S07_AWR_CONQUEST_TESLA_20250108,ME98608,Facebook,awareness,GB,DEEPAL S07,32604,388,0.0119,14.07,1.18,458.7,25438,1.28,11847,0.3634,0,276,217,0.0
2025-01-09,META_GB_S07_AWR_FLEET_MANAGERS_20250109,ME33773,Instagram,awareness,GB,DEEPAL S07,9538,226,0.023695,7.8,0.33,74.37,6528,1.46,3272,0.343,0,175,116,0.0
2025-01-09,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250109,ME77654,Facebook,awareness,GB,DEEPAL S07,2290,56,0.024454,13.36,0.55,30.62,1454,1.57,774,0.338,0,46,27,0.0
2025-01-09,META_GB_S07_AWR_CONQUEST_AUDI_20250109,ME64577,Instagram,awareness,GB,DEEPAL S07,129633,2034,0.01569,7.96,0.51,1031.28,90619,1.43,20068,0.1548,0,1629,1072,0.0
2025-01-09,META_GB_S07_AWR_FLEET_MANAGERS_20250109,ME46034,Facebook,awareness,GB,DEEPAL S07,1264,26,0.02057,11.29,0.55,14.27,1053,1.2,434,0.3434,0,22,15,0.0
2025-01-09,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250109,ME48840,Facebook,awareness,GB,DEEPAL S07,10338,116,0.011221,11.14,0.99,115.2,7987,1.29,3243,0.3137,0,93,76,0.0
2025-01-09,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250109,ME45889,Facebook,awareness,GB,DEEPAL S07,16633,215,0.012926,10.86,0.84,180.64,12691,1.31,3953,0.2377,0,201,144,0.0
2025-01-09,META_GB_S07_AWR_ECO_CONSCIOUS_20250109,ME27718,Instagram,awareness,GB,DEEPAL S07,47414,864,0.018222,6.24,0.34,295.65,31128,1.52,12324,0.2599,0,775,603,0.0
2025-01-09,META_GB_S07_AWR_CONQUEST_AUDI_20250109,ME35931,Facebook,awareness,GB,DEEPAL S07,23692,367,0.01549,8.44,0.54,199.89,16847,1.41,6724,0.2838,0,265,172,0.0
2025-01-09,META_GB_S07_AWR_CONFIGURATOR_USERS_20250109,ME36766,Facebook,awareness,GB,DEEPAL S07,2853,61,0.021381,14.82,0.69,42.29,2396,1.19,863,0.3025,0,50,42,0.0
2025-01-09,META_GB_S07_AWR_CONQUEST_TESLA_20250109,ME63871,Instagram,awareness,GB,DEEPAL S07,19633,234,0.011919,11.45,0.96,224.88,11698,1.68,6527,0.3325,0,199,165,0.0
2025-01-10,META_GB_S07_AWR_PREMIUM_AUTO_20250110,ME87585,Facebook,awareness,GB,DEEPAL S07,20147,481,0.023875,14.01,0.59,282.27,14597,1.38,6977,0.3463,0,455,366,0.0
2025-01-10,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250110,ME51372,Instagram,awareness,GB,DEEPAL S07,32212,272,0.008444,10.47,1.24,337.24,19284,1.67,8010,0.2487,0,235,174,0.0
2025-01-10,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250110,ME21750,Facebook,awareness,GB,DEEPAL S07,8551,169,0.019764,14.28,0.72,122.1,6160,1.39,1791,0.2094,0,130,84,0.0
2025-01-10,META_GB_S07_AWR_EV_INTENDERS_20250110,ME50757,Facebook,awareness,GB,DEEPAL S07,46997,1111,0.02364,6.12,0.26,287.61,30644,1.53,16747,0.3563,0,834,695,0.0
2025-01-10,META_GB_S07_AWR_EV_INTENDERS_20250110,ME53316,Facebook,awareness,GB,DEEPAL S07,22713,272,0.011976,14.42,1.2,327.54,13317,1.71,7646,0.3366,0,192,145,0.0
2025-01-10,META_GB_S07_AWR_CONFIGURATOR_USERS_20250110,ME69728,Instagram,awareness,GB,DEEPAL S07,33773,643,0.019039,4.61,0.24,155.66,21507,1.57,8932,0.2645,0,500,332,0.0
2025-01-10,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250110,ME31614,Instagram,awareness,GB,DEEPAL S07,38261,922,0.024098,7.91,0.33,302.74,30022,1.27,12105,0.3164,0,747,594,0.0
2025-01-10,META_GB_S07_AWR_CONQUEST_AUDI_20250110,ME60291,Instagram,awareness,GB,DEEPAL S07,3977,95,0.023887,7.12,0.3,28.31,3360,1.18,605,0.1521,0,84,56,0.0
2025-01-10,META_GB_S07_AWR_CONQUEST_TESLA_20250110,ME18271,Instagram,awareness,GB,DEEPAL S07,72569,1358,0.018713,4.67,0.25,338.91,46749,1.55,18906,0.2605,0,956,732,0.0
2025-01-10,META_GB_S07_AWR_SITE_VISITORS_20250110,ME14638,Facebook,awareness,GB,DEEPAL S07,12949,235,0.018148,7.82,0.43,101.25,9755,1.33,3059,0.2362,0,166,103,0.0
2025-01-11,META_GB_S07_AWR_FAMILY_BUYERS_20250111,ME87335,Facebook,awareness,GB,DEEPAL S07,1981,24,0.012115,4.19,0.35,8.3,1362,1.45,532,0.2686,0,20,12,0.0
2025-01-11,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250111,ME52094,Facebook,awareness,GB,DEEPAL S07,21609,462,0.02138,9.67,0.45,208.98,12477,1.73,6312,0.2921,0,373,285,0.0
2025-01-11,META_GB_S07_AWR_PREMIUM_AUTO_20250111,ME86892,Facebook,awareness,GB,DEEPAL S07,16570,322,0.019433,15.52,0.8,257.25,11998,1.38,2691,0.1624,0,283,224,0.0
2025-01-11,META_GB_S07_AWR_CONQUEST_AUDI_20250111,ME71336,Instagram,awareness,GB,DEEPAL S07,65623,1551,0.023635,5.56,0.24,365.1,47083,1.39,13844,0.211,0,1326,849,0.0
2025-01-11,META_GB_S07_AWR_ENGAGED_VIEWERS_20250111,ME61677,Facebook,awareness,GB,DEEPAL S07,18346,177,0.009648,8.23,0.85,150.94,10602,1.73,5327,0.2904,0,133,100,0.0
2025-01-11,META_GB_S07_AWR_FLEET_MANAGERS_20250111,ME81190,Instagram,awareness,GB,DEEPAL S07,41712,632,0.015152,3.8,0.25,158.62,33052,1.26,13694,0.3283,0,556,466,0.0
2025-01-11,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250111,ME61073,Instagram,awareness,GB,DEEPAL S07,9784,209,0.021361,8.25,0.39,80.75,6079,1.61,1961,0.2004,0,155,105,0.0
2025-01-11,META_GB_S07_AWR_CONQUEST_BMW_20250111,ME82563,Facebook,awareness,GB,DEEPAL S07,70,1,0.014286,8.9,0.62,0.62,42,1.67,19,0.2714,0,0,0,0.0
2025-01-11,META_GB_S07_AWR_PREMIUM_AUTO_20250111,ME26148,Instagram,awareness,GB,DEEPAL S07,22313,484,0.021691,13.6,0.63,303.53,12519,1.78,8904,0.399,0,449,293,0.0
2025-01-11,META_GB_S07_AWR_CONQUEST_TESLA_20250111,ME46864,Instagram,awareness,GB,DEEPAL S07,11826,140,0.011838,13.4,1.13,158.46,9609,1.23,1967,0.1663,0,99,71,0.0
2025-01-12,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250112,ME77515,Instagram,awareness,GB,DEEPAL S07,1129,18,0.015943,9.2,0.58,10.4,700,1.61,314,0.2781,0,14,8,0.0
2025-01-12,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250112,ME44762,Instagram,awareness,GB,DEEPAL S07,7499,165,0.022003,11.53,0.52,86.5,6197,1.21,1620,0.216,0,136,100,0.0
2025-01-12,META_GB_S07_AWR_CONFIGURATOR_USERS_20250112,ME51275,Instagram,awareness,GB,DEEPAL S07,41461,823,0.01985,14.32,0.72,593.7,31496,1.32,10303,0.2485,0,662,491,0.0
2025-01-12,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250112,ME47485,Instagram,awareness,GB,DEEPAL S07,2773,38,0.013704,15.2,1.11,42.15,2146,1.29,698,0.2517,0,28,18,0.0
2025-01-12,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250112,ME48526,Facebook,awareness,GB,DEEPAL S07,7463,112,0.015007,12.41,0.83,92.65,5732,1.3,2936,0.3934,0,91,72,0.0
2025-01-12,META_GB_S07_AWR_CONQUEST_AUDI_20250112,ME98708,Instagram,awareness,GB,DEEPAL S07,24191,228,0.009425,12.06,1.28,291.82,16726,1.45,6887,0.2847,0,187,142,0.0
2025-01-12,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250112,ME43156,Facebook,awareness,GB,DEEPAL S07,15628,193,0.01235,12.21,0.99,190.77,10808,1.45,6153,0.3937,0,142,112,0.0
2025-01-12,META_GB_S07_AWR_FAMILY_BUYERS_20250112,ME98058,Instagram,awareness,GB,DEEPAL S07,33022,690,0.020895,8.88,0.42,293.24,25233,1.31,5541,0.1678,0,534,405,0.0
2025-01-12,META_GB_S07_AWR_CONQUEST_AUDI_20250112,ME81279,Instagram,awareness,GB,DEEPAL S07,17964,247,0.01375,10.41,0.76,187.03,14499,1.24,3582,0.1994,0,234,141,0.0
2025-01-12,META_GB_S07_AWR_CONFIGURATOR_USERS_20250112,ME93391,Instagram,awareness,GB,DEEPAL S07,7763,74,0.009532,4.02,0.42,31.25,5552,1.4,2266,0.2919,0,66,43,0.0
2025-01-13,META_GB_S07_AWR_ENGAGED_VIEWERS_20250113,ME23373,Instagram,awareness,GB,DEEPAL S07,23131,385,0.016644,5.9,0.35,136.46,16843,1.37,5064,0.2189,0,328,262,0.0
2025-01-13,META_GB_S07_AWR_ECO_CONSCIOUS_20250113,ME25369,Facebook,awareness,GB,DEEPAL S07,19049,331,0.017376,7.45,0.43,141.93,10840,1.76,3904,0.2049,0,288,233,0.0
2025-01-13,META_GB_S07_AWR_ECO_CONSCIOUS_20250113,ME45331,Instagram,awareness,GB,DEEPAL S07,34329,427,0.012438,15.16,1.22,520.38,20511,1.67,10917,0.318,0,330,242,0.0
2025-01-13,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250113,ME48294,Facebook,awareness,GB,DEEPAL S07,8931,165,0.018475,10.91,0.59,97.46,5636,1.58,3493,0.3911,0,147,107,0.0
2025-01-13,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250113,ME62762,Facebook,awareness,GB,DEEPAL S07,18897,279,0.014764,13.85,0.94,261.64,14092,1.34,3664,0.1939,0,207,166,0.0
2025-01-13,META_GB_S07_AWR_CONQUEST_TESLA_20250113,ME28542,Facebook,awareness,GB,DEEPAL S07,13081,299,0.022858,8.09,0.35,105.84,8736,1.5,4332,0.3312,0,218,184,0.0
2025-01-13,META_GB_S07_AWR_CONQUEST_AUDI_20250113,ME29803,Instagram,awareness,GB,DEEPAL S07,5121,94,0.018356,5.79,0.32,29.64,3186,1.61,1196,0.2335,0,80,59,0.0
