date,campaign_name,campaign_id,campaign_type,market,model,keyword_group,impressions,clicks,ctr,avg_cpc,spend,conversions,conversion_rate,cost_per_conversion,quality_score,impression_share,search_impression_share
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO58929,Search,GB,DEEPAL S07,review,356,45,0.126404,1.88,84.67,2,0.0529,42.34,5,0.71,0.55
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO56158,Search,GB,DEEPAL S07,review,235,35,0.148936,1.72,60.16,0,0.0283,0.0,5,0.69,0.52
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO33560,Search,GB,DEEPAL S07,review,2364,262,0.110829,1.58,413.46,7,0.0278,59.07,7,0.81,0.58
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO89339,Search,GB,DEEPAL S07,dealer,492,35,0.071138,1.71,59.76,0,0.0213,0.0,8,0.85,0.3
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO76597,Search,GB,DEEPAL S07,price,838,115,0.137232,2.43,279.58,6,0.057,46.6,9,0.47,0.49
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO46013,Search,GB,DEEPAL S07,brand_broad,49,7,0.142857,1.95,13.64,0,0.0288,0.0,6,0.83,0.4
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO22257,Search,GB,DEEPAL S07,brand_exact,793,67,0.084489,1.9,127.3,3,0.0472,42.43,5,0.57,0.49
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO48124,Search,GB,DEEPAL S07,competitor,154,18,0.116883,3.1,55.74,0,0.0482,0.0,8,0.8,0.36
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO79781,Search,GB,DEEPAL S07,price,558,37,0.066308,2.6,96.34,2,0.059,48.17,5,0.53,0.48
2025-01-04,GOOG_GB_S07_SRC_BRAND_20250104,GO25395,Search,GB,DEEPAL S07,brand_broad,548,38,0.069343,2.89,109.96,2,0.0533,54.98,7,0.81,0.39
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO15001,Search,GB,DEEPAL S07,price,1052,100,0.095057,0.95,94.92,3,0.0388,31.64,5,0.4,0.51
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO67042,Search,GB,DEEPAL S07,competitor,2970,197,0.06633,1.74,342.49,5,0.0286,68.5,8,0.56,0.73
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO30294,Search,GB,DEEPAL S07,ev_suv,318,47,0.147799,3.42,160.85,2,0.0439,80.42,7,0.58,0.36
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO58729,Search,GB,DEEPAL S07,brand_broad,432,31,0.071759,1.29,39.86,1,0.0552,39.86,9,0.55,0.63
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO61674,Search,GB,DEEPAL S07,electric_car,1660,156,0.093976,2.9,451.68,4,0.0272,112.92,5,0.62,0.56
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO25873,Search,GB,DEEPAL S07,electric_car,532,46,0.086466,0.93,42.85,2,0.0587,21.43,6,0.75,0.72
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO79635,Search,GB,DEEPAL S07,review,341,49,0.143695,2.45,119.85,1,0.0365,119.85,7,0.85,0.61
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO82717,Search,GB,DEEPAL S07,test_drive,135,14,0.103704,3.45,48.25,0,0.0231,0.0,9,0.5,0.66
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO21222,Search,GB,DEEPAL S07,electric_car,1113,58,0.052111,2.39,138.58,1,0.0287,138.58,6,0.53,0.36
2025-01-05,GOOG_GB_S07_SRC_BRAND_20250105,GO49854,Search,GB,DEEPAL S07,review,478,71,0.148536,1.63,115.52,2,0.0414,57.76,5,0.55,0.6
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO64111,Search,GB,DEEPAL S07,test_drive,945,132,0.139683,1.94,255.92,3,0.0247,85.31,9,0.46,0.6
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO23178,Search,GB,DEEPAL S07,price,486,64,0.131687,1.41,90.48,2,0.0464,45.24,9,0.8,0.39
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO91374,Search,GB,DEEPAL S07,electric_car,269,35,0.130112,3.14,110.03,0,0.021,0.0,9,0.68,0.34
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO43018,Search,GB,DEEPAL S07,brand_exact,238,34,0.142857,3.05,103.85,0,0.029,0.0,8,0.7,0.54
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO76452,Search,GB,DEEPAL S07,dealer,824,97,0.117718,0.98,95.51,2,0.0298,47.75,9,0.67,0.65
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO60850,Search,GB,DEEPAL S07,price,1437,89,0.061935,1.46,129.78,4,0.0453,32.45,7,0.79,0.43
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO80358,Search,GB,DEEPAL S07,brand_broad,564,84,0.148936,3.46,291.05,2,0.0273,145.52,9,0.85,0.46
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO76306,Search,GB,DEEPAL S07,ev_suv,1838,164,0.089227,3.38,554.18,8,0.0496,69.27,6,0.49,0.38
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO52573,Search,GB,DEEPAL S07,competitor,374,28,0.074866,3.47,97.24,0,0.0279,0.0,8,0.68,0.45
2025-01-06,GOOG_GB_S07_SRC_BRAND_20250106,GO72940,Search,GB,DEEPAL S07,test_drive,1008,86,0.085317,0.53,45.87,2,0.0246,22.93,8,0.67,0.72
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO92862,Search,GB,DEEPAL S07,electric_car,420,41,0.097619,1.92,78.59,1,0.0422,78.59,7,0.81,0.59
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO40200,Search,GB,DEEPAL S07,review,1197,151,0.126149,1.11,167.84,5,0.036,33.57,9,0.44,0.58
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO11269,Search,GB,DEEPAL S07,review,439,42,0.095672,2.01,84.58,2,0.0546,42.29,8,0.64,0.57
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO19195,Search,GB,DEEPAL S07,review,2309,287,0.124296,0.95,273.09,9,0.0345,30.34,6,0.81,0.46
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO10477,Search,GB,DEEPAL S07,competitor,1557,167,0.107258,3.15,526.69,6,0.0378,87.78,6,0.75,0.57
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO85814,Search,GB,DEEPAL S07,competitor,1689,250,0.148017,0.96,240.94,11,0.047,21.9,7,0.51,0.62
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO41052,Search,GB,DEEPAL S07,brand_exact,1286,82,0.063764,3.04,249.46,2,0.0328,124.73,9,0.45,0.7
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO62709,Search,GB,DEEPAL S07,competitor,142,19,0.133803,2.01,38.26,1,0.0575,38.26,8,0.4,0.68
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO99574,Search,GB,DEEPAL S07,electric_car,754,91,0.12069,1.05,95.36,3,0.0409,31.79,9,0.52,0.72
2025-01-07,GOOG_GB_S07_SRC_BRAND_20250107,GO17207,Search,GB,DEEPAL S07,competitor,914,75,0.082057,0.67,50.28,4,0.0552,12.57,6,0.71,0.69
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO85283,Search,GB,DEEPAL S07,ev_suv,2686,361,0.134401,1.21,435.6,14,0.0404,31.11,7,0.76,0.36
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO83654,Search,GB,DEEPAL S07,competitor,54,4,0.074074,3.02,12.06,0,0.0442,0.0,9,0.63,0.54
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO87584,Search,GB,DEEPAL S07,review,366,42,0.114754,2.74,115.05,1,0.0332,115.05,6,0.72,0.51
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO35619,Search,GB,DEEPAL S07,ev_suv,1380,171,0.123913,2.04,348.27,9,0.0544,38.7,5,0.67,0.42
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO26503,Search,GB,DEEPAL S07,brand_broad,712,74,0.103933,2.11,156.41,3,0.0521,52.14,9,0.77,0.32
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO42519,Search,GB,DEEPAL S07,dealer,1022,71,0.069472,1.74,123.2,3,0.0536,41.07,6,0.44,0.66
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO39491,Search,GB,DEEPAL S07,competitor,2764,214,0.077424,1.97,420.51,7,0.0374,60.07,8,0.43,0.49
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO78042,Search,GB,DEEPAL S07,electric_car,1901,145,0.076276,1.4,203.39,6,0.0463,33.9,5,0.51,0.34
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO76502,Search,GB,DEEPAL S07,electric_car,398,48,0.120603,0.65,31.17,1,0.0344,31.17,9,0.43,0.56
2025-01-08,GOOG_GB_S07_SRC_BRAND_20250108,GO47178,Search,GB,DEEPAL S07,brand_exact,427,41,0.096019,2.7,110.79,2,0.0541,55.4,8,0.42,0.54
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO27016,Search,GB,DEEPAL S07,review,781,60,0.076825,2.92,175.0,1,0.0282,175.0,9,0.8,0.63
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO80110,Search,GB,DEEPAL S07,dealer,1162,128,0.110155,2.94,375.88,7,0.0564,53.7,9,0.74,0.35
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO25557,Search,GB,DEEPAL S07,electric_car,2201,112,0.050886,1.25,140.19,3,0.0349,46.73,9,0.6,0.36
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO17931,Search,GB,DEEPAL S07,test_drive,2139,144,0.067321,2.61,376.15,7,0.0554,53.74,5,0.6,0.62
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO78233,Search,GB,DEEPAL S07,competitor,17,2,0.117647,3.09,6.18,0,0.0452,0.0,9,0.8,0.45
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO95808,Search,GB,DEEPAL S07,dealer,761,79,0.103811,2.75,217.54,4,0.0558,54.39,6,0.63,0.4
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO54658,Search,GB,DEEPAL S07,ev_suv,174,21,0.12069,1.35,28.27,0,0.0386,0.0,8,0.51,0.44
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO46014,Search,GB,DEEPAL S07,dealer,900,95,0.105556,1.7,161.66,3,0.0398,53.89,6,0.6,0.72
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO97309,Search,GB,DEEPAL S07,price,3297,301,0.091295,0.63,189.01,6,0.0207,31.5,7,0.8,0.61
2025-01-09,GOOG_GB_S07_SRC_BRAND_20250109,GO65625,Search,GB,DEEPAL S07,brand_broad,896,110,0.122768,2.95,324.13,3,0.0295,108.04,5,0.78,0.57
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO32543,Search,GB,DEEPAL S07,electric_car,2330,271,0.116309,0.87,234.45,5,0.0213,46.89,6,0.67,0.7
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO94396,Search,GB,DEEPAL S07,brand_broad,119,12,0.10084,2.02,24.19,0,0.0346,0.0,6,0.4,0.74
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO11458,Search,GB,DEEPAL S07,electric_car,1008,88,0.087302,2.5,219.84,4,0.0529,54.96,8,0.63,0.44
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO33817,Search,GB,DEEPAL S07,dealer,445,48,0.107865,1.65,79.34,2,0.0459,39.67,8,0.49,0.54
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO53680,Search,GB,DEEPAL S07,brand_broad,167,17,0.101796,3.08,52.32,0,0.0375,0.0,8,0.44,0.52
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO88684,Search,GB,DEEPAL S07,brand_broad,1260,167,0.13254,0.67,111.72,4,0.027,27.93,9,0.85,0.73
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO65458,Search,GB,DEEPAL S07,dealer,3887,206,0.052997,2.98,613.54,4,0.0226,153.39,7,0.85,0.43
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO50292,Search,GB,DEEPAL S07,ev_suv,84,12,0.142857,0.96,11.58,0,0.0473,0.0,6,0.65,0.66
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO81130,Search,GB,DEEPAL S07,review,2230,312,0.13991,1.92,598.72,12,0.039,49.89,7,0.61,0.62
2025-01-10,GOOG_GB_S07_SRC_BRAND_20250110,GO87447,Search,GB,DEEPAL S07,test_drive,878,117,0.133257,1.0,117.48,6,0.0528,19.58,5,0.67,0.66
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO96911,Search,GB,DEEPAL S07,brand_broad,436,33,0.075688,3.31,109.2,1,0.032,109.2,7,0.44,0.68
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO35619,Search,GB,DEEPAL S07,brand_broad,2311,128,0.055387,1.96,251.19,4,0.0361,62.8,6,0.61,0.33
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO25003,Search,GB,DEEPAL S07,brand_broad,688,75,0.109012,3.09,231.97,1,0.0223,231.97,7,0.73,0.43
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO46088,Search,GB,DEEPAL S07,dealer,341,22,0.064516,1.28,28.06,0,0.0246,0.0,8,0.45,0.64
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO80533,Search,GB,DEEPAL S07,competitor,208,31,0.149038,3.4,105.4,0,0.0269,0.0,7,0.57,0.68
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO17040,Search,GB,DEEPAL S07,review,1236,121,0.097896,2.34,282.58,6,0.0529,47.1,8,0.63,0.52
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO95299,Search,GB,DEEPAL S07,competitor,89,5,0.05618,1.0,5.02,0,0.0586,0.0,7,0.75,0.37
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO76801,Search,GB,DEEPAL S07,review,27,2,0.074074,4.64,9.28,0,0.0317,0.0,9,0.74,0.41
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO79434,Search,GB,DEEPAL S07,electric_car,574,68,0.118467,2.35,159.97,3,0.0552,53.32,5,0.53,0.5
2025-01-11,GOOG_GB_S07_SRC_BRAND_20250111,GO41280,Search,GB,DEEPAL S07,electric_car,5699,303,0.053167,0.78,234.83,14,0.0476,16.77,6,0.65,0.48
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO72019,Search,GB,DEEPAL S07,brand_exact,459,57,0.124183,2.22,126.46,1,0.0242,126.46,5,0.63,0.61
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO76878,Search,GB,DEEPAL S07,dealer,75,10,0.133333,3.79,37.94,0,0.0239,0.0,8,0.67,0.51
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO45407,Search,GB,DEEPAL S07,ev_suv,504,41,0.081349,1.87,76.56,1,0.0455,76.56,5,0.47,0.75
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO63084,Search,GB,DEEPAL S07,test_drive,3267,230,0.070401,1.13,260.91,13,0.0584,20.07,8,0.77,0.67
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO11454,Search,GB,DEEPAL S07,ev_suv,42,6,0.142857,2.62,15.72,0,0.0327,0.0,5,0.66,0.58
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO42654,Search,GB,DEEPAL S07,price,690,79,0.114493,1.73,136.94,3,0.0413,45.65,5,0.82,0.42
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO31148,Search,GB,DEEPAL S07,brand_broad,799,107,0.133917,1.48,157.91,2,0.022,78.96,9,0.55,0.33
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO96482,Search,GB,DEEPAL S07,test_drive,2211,311,0.14066,1.69,524.91,12,0.0417,43.74,6,0.78,0.63
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO10100,Search,GB,DEEPAL S07,competitor,317,17,0.053628,2.86,48.66,0,0.0317,0.0,7,0.68,0.67
2025-01-12,GOOG_GB_S07_SRC_BRAND_20250112,GO92607,Search,GB,DEEPAL S07,brand_exact,15,1,0.066667,0.39,0.39,0,0.0485,0.0,6,0.79,0.44
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO36651,Search,GB,DEEPAL S07,price,3645,345,0.09465,0.56,193.44,19,0.0571,10.18,5,0.63,0.32
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO89743,Search,GB,DEEPAL S07,electric_car,674,90,0.133531,3.3,296.85,2,0.0317,148.43,6,0.8,0.41
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO65572,Search,GB,DEEPAL S07,competitor,1259,186,0.147736,1.85,344.56,4,0.0225,86.14,6,0.6,0.36
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO62814,Search,GB,DEEPAL S07,test_drive,509,54,0.10609,2.37,127.89,1,0.036,127.89,9,0.43,0.72
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO96194,Search,GB,DEEPAL S07,price,1185,76,0.064135,1.84,140.06,3,0.0414,46.69,6,0.48,0.37
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO17549,Search,GB,DEEPAL S07,price,859,43,0.050058,3.21,137.86,1,0.0333,137.86,5,0.82,0.53
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO47454,Search,GB,DEEPAL S07,brand_broad,934,134,0.143469,0.74,99.48,7,0.0582,14.21,7,0.66,0.62
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO38940,Search,GB,DEEPAL S07,electric_car,502,52,0.103586,3.19,165.81,1,0.0322,165.81,6,0.58,0.35
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO57485,Search,GB,DEEPAL S07,electric_car,1351,143,0.105848,2.26,322.66,4,0.03,80.66,5,0.84,0.32
2025-01-13,GOOG_GB_S07_SRC_BRAND_20250113,GO80319,Search,GB,DEEPAL S07,test_drive,1531,93,0.060745,1.67,154.87,3,0.0405,51.62,9,0.75,0.37
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO31647,Search,GB,DEEPAL S07,price,210,29,0.138095,2.87,83.23,1,0.0519,83.23,6,0.51,0.68
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO23356,Search,GB,DEEPAL S07,competitor,861,47,0.054588,3.45,162.38,1,0.0242,162.38,7,0.5,0.65
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO46821,Search,GB,DEEPAL S07,dealer,3820,318,0.083246,0.83,265.08,14,0.0461,18.93,9,0.83,0.42
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO64411,Search,GB,DEEPAL S07,ev_suv,904,92,0.10177,3.02,277.57,4,0.0454,69.39,6,0.47,0.64
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO70507,Search,GB,DEEPAL S07,review,1188,115,0.096801,1.9,218.25,2,0.0259,109.13,6,0.66,0.47
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO40095,Search,GB,DEEPAL S07,price,1673,193,0.115362,2.2,425.55,10,0.0543,42.56,9,0.84,0.5
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO89450,Search,GB,DEEPAL S07,brand_broad,59,8,0.135593,3.49,27.89,0,0.0432,0.0,5,0.5,0.38
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO70042,Search,GB,DEEPAL S07,competitor,432,29,0.06713,3.04,88.17,1,0.0541,88.17,5,0.46,0.63
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO85640,Search,GB,DEEPAL S07,brand_broad,1153,82,0.071119,1.65,135.6,2,0.0319,67.8,8,0.48,0.44
2025-01-14,GOOG_GB_S07_SRC_BRAND_20250114,GO66243,Search,GB,DEEPAL S07,brand_exact,2223,176,0.079172,1.64,289.23,4,0.0269,72.31,9,0.64,0.67
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO60941,Search,GB,DEEPAL S07,test_drive,2298,227,0.098782,3.43,779.53,10,0.0476,77.95,7,0.61,0.59
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO10260,Search,GB,DEEPAL S07,ev_suv,456,39,0.085526,2.2,85.78,1,0.0313,85.78,9,0.59,0.51
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO62670,Search,GB,DEEPAL S07,competitor,414,24,0.057971,2.53,60.84,0,0.0276,0.0,8,0.43,0.59
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO28555,Search,GB,DEEPAL S07,dealer,2002,105,0.052448,2.35,246.48,6,0.0583,41.08,6,0.62,0.66
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO30080,Search,GB,DEEPAL S07,electric_car,133,15,0.112782,1.59,23.91,0,0.0597,0.0,6,0.55,0.73
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO31151,Search,GB,DEEPAL S07,brand_broad,561,47,0.083779,1.93,90.58,2,0.0504,45.29,5,0.57,0.7
2025-01-15,GOOG_GB_S07_SRC_BRAND_20250115,GO58284,Search,GB,DEEPAL S07,review,389,39,0.100257,1.71,66.67,2,0.0585,33.33,5,0.74,0.57
