date,campaign_name,campaign_id,format,market,model,impressions,views,view_rate,clicks,ctr,cpv,cpm,spend,video_played_25,video_played_50,video_played_75,video_played_100,earned_views,earned_subscribers
2025-01-07,YT_GB_S07_TRV_PRICE_REVEAL_20250107,YO88787,TrueView In-Stream,GB,DEEPAL S07,1188,372,0.3136,9,0.007576,0.043,13.45,15.99,343,278,204,142,5,0
2025-01-07,YT_GB_S07_BMP_PRICE_REVEAL_20250107,YO32193,Bumper 6s,GB,DEEPAL S07,85455,32623,0.3818,654,0.007653,0.0354,13.53,1156.12,29957,23327,17573,11611,764,4
2025-01-08,YT_GB_S07_TRV_PRODUCT_FEATURES_20250108,YO33805,TrueView In-Stream,GB,DEEPAL S07,4620,1370,0.2967,24,0.005195,0.0476,14.12,65.25,1165,857,607,371,29,0
2025-01-08,YT_GB_S07_BMP_CONFIGURATOR_CTA_20250108,YO30430,Bumper 6s,GB,DEEPAL S07,16072,6909,0.4299,159,0.009893,0.0183,7.87,126.51,6371,4521,3299,1856,358,3
2025-01-08,YT_GB_S07_TRV_LIFESTYLE_20250108,YO21351,TrueView In-Stream,GB,DEEPAL S07,134266,42423,0.316,1255,0.009347,0.0309,9.78,1312.68,37261,28811,19136,12539,2072,16
2025-01-08,YT_GB_S07_BMP_HERO_LAUNCH_20250108,YO46673,Bumper 6s,GB,DEEPAL S07,20656,5450,0.2639,173,0.008375,0.0418,11.03,227.83,5152,4218,3296,1902,59,0
2025-01-08,YT_GB_S07_TRV_DEALER_LOCATOR_20250108,YO18043,TrueView In-Stream,GB,DEEPAL S07,55491,28669,0.5167,553,0.009966,0.0215,11.11,616.27,24942,19712,14246,9933,710,3
2025-01-08,YT_GB_S07_BMP_TESTIMONIAL_20250108,YO17878,Bumper 6s,GB,DEEPAL S07,26698,13774,0.5159,157,0.005881,0.0236,12.19,325.38,12189,10309,6778,4821,761,6
2025-01-09,YT_GB_S07_TRV_LIFESTYLE_20250109,YO37053,TrueView In-Stream,GB,DEEPAL S07,67804,33815,0.4987,337,0.00497,0.0177,8.83,598.49,31174,23815,17841,10888,1390,12
2025-01-09,YT_GB_S07_BMP_LIFESTYLE_20250109,YO18662,Bumper 6s,GB,DEEPAL S07,43762,16021,0.3661,175,0.003999,0.0393,14.38,629.18,14999,11077,8665,5372,253,0
2025-01-09,YT_GB_S07_TRV_PRODUCT_FEATURES_20250109,YO93533,TrueView In-Stream,GB,DEEPAL S07,63473,21194,0.3339,373,0.005877,0.0248,8.28,525.66,19368,15321,10141,6201,733,2
2025-01-09,YT_GB_S07_BMP_LIFESTYLE_20250109,YO39815,Bumper 6s,GB,DEEPAL S07,6518,2966,0.4551,72,0.011046,0.0309,14.05,91.58,2560,1959,1328,817,160,1
2025-01-09,YT_GB_S07_TRV_LIFESTYLE_20250109,YO44285,TrueView In-Stream,GB,DEEPAL S07,45663,20970,0.4592,467,0.010227,0.0184,8.45,385.74,18166,13566,9726,6289,910,8
2025-01-09,YT_GB_S07_BMP_HERO_LAUNCH_20250109,YO20174,Bumper 6s,GB,DEEPAL S07,4523,1367,0.3023,36,0.007959,0.0496,14.99,67.83,1209,891,691,386,49,0
2025-01-10,YT_GB_S07_TRV_AWARD_WINNER_20250110,YO56071,TrueView In-Stream,GB,DEEPAL S07,65036,29718,0.457,579,0.008903,0.0181,8.29,539.22,27552,22328,17850,12066,297,0
2025-01-10,YT_GB_S07_BMP_AWARD_WINNER_20250110,YO74242,Bumper 6s,GB,DEEPAL S07,13412,5847,0.436,128,0.009544,0.0195,8.52,114.25,5402,4378,3000,2102,220,0
2025-01-10,YT_GB_S07_TRV_PRODUCT_FEATURES_20250110,YO11653,TrueView In-Stream,GB,DEEPAL S07,45997,12973,0.282,346,0.007522,0.0532,15.0,689.81,11446,8326,5513,3662,731,1
2025-01-10,YT_GB_S07_BMP_CONFIGURATOR_CTA_20250110,YO12017,Bumper 6s,GB,DEEPAL S07,86545,38909,0.4496,652,0.007534,0.0212,9.53,824.85,36580,30582,23109,16958,1679,2
2025-01-10,YT_GB_S07_TRV_RESERVATION_CTA_20250110,YO86318,TrueView In-Stream,GB,DEEPAL S07,59164,23421,0.3959,547,0.009245,0.0173,6.84,404.46,21142,15837,12018,8808,973,2
2025-01-10,YT_GB_S07_BMP_PRODUCT_FEATURES_20250110,YO57231,Bumper 6s,GB,DEEPAL S07,1652,794,0.4807,9,0.005448,0.0228,10.98,18.14,711,563,410,279,38,0
2025-01-11,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250111,YO20028,TrueView In-Stream,GB,DEEPAL S07,1330,502,0.3781,8,0.006015,0.0318,12.02,15.98,434,311,241,141,7,0
2025-01-11,YT_GB_S07_BMP_TESTIMONIAL_20250111,YO54066,Bumper 6s,GB,DEEPAL S07,21524,7082,0.329,107,0.004971,0.0444,14.61,314.51,6510,4797,3803,2752,260,0
2025-01-11,YT_GB_S07_TRV_HERO_LAUNCH_20250111,YO55726,TrueView In-Stream,GB,DEEPAL S07,66660,27061,0.406,503,0.007546,0.0174,7.06,470.4,24435,19822,13453,7509,1397,11
2025-01-11,YT_GB_S07_BMP_PRICE_REVEAL_20250111,YO20492,Bumper 6s,GB,DEEPAL S07,19211,6392,0.3328,98,0.005101,0.0388,12.92,248.19,5897,4921,3229,1883,168,0
2025-01-11,YT_GB_S07_TRV_LIFESTYLE_20250111,YO74794,TrueView In-Stream,GB,DEEPAL S07,92709,44822,0.4835,774,0.008349,0.0209,10.09,935.54,41772,31585,24522,16121,763,1
2025-01-11,YT_GB_S07_BMP_LIFESTYLE_20250111,YO97512,Bumper 6s,GB,DEEPAL S07,21368,9476,0.4435,217,0.010155,0.0211,9.35,199.77,8524,6190,4176,2319,392,1
2025-01-12,YT_GB_S07_TRV_PRICE_REVEAL_20250112,YO53236,TrueView In-Stream,GB,DEEPAL S07,11218,4478,0.3993,126,0.011232,0.0239,9.53,106.89,4208,3143,2165,1385,53,0
2025-01-12,YT_GB_S07_BMP_PRODUCT_FEATURES_20250112,YO88776,Bumper 6s,GB,DEEPAL S07,14993,4244,0.2831,142,0.009471,0.0391,11.07,165.92,3773,3042,2353,1553,160,0
2025-01-12,YT_GB_S07_TRV_DEALER_LOCATOR_20250112,YO39871,TrueView In-Stream,GB,DEEPAL S07,22533,7073,0.3139,174,0.007722,0.0319,10.02,225.85,6691,4839,3373,2252,200,0
2025-01-12,YT_GB_S07_BMP_HERO_LAUNCH_20250112,YO79902,Bumper 6s,GB,DEEPAL S07,20840,6689,0.321,197,0.009453,0.0407,13.07,272.42,5764,4461,2979,2156,75,0
2025-01-12,YT_GB_S07_TRV_PRODUCT_FEATURES_20250112,YO90725,TrueView In-Stream,GB,DEEPAL S07,116111,51864,0.4467,938,0.008078,0.0212,9.48,1100.24,47286,40103,30040,21398,2495,4
2025-01-12,YT_GB_S07_BMP_PRODUCT_FEATURES_20250112,YO12626,Bumper 6s,GB,DEEPAL S07,58368,27790,0.4761,342,0.005859,0.0127,6.05,353.26,25229,20190,16119,11664,1637,10
2025-01-13,YT_GB_S07_TRV_AWARD_WINNER_20250113,YO42464,TrueView In-Stream,GB,DEEPAL S07,5965,1593,0.2672,61,0.010226,0.035,9.33,55.69,1413,1083,817,455,59,0
2025-01-13,YT_GB_S07_BMP_PRODUCT_FEATURES_20250113,YO42386,Bumper 6s,GB,DEEPAL S07,205267,60462,0.2946,838,0.004082,0.0256,7.54,1546.88,53922,38446,25318,14547,2102,4
2025-01-13,YT_GB_S07_TRV_COMPARISON_20250113,YO57349,TrueView In-Stream,GB,DEEPAL S07,15277,7888,0.5164,145,0.009491,0.0239,12.34,188.45,7011,5821,4111,2760,214,1
2025-01-13,YT_GB_S07_BMP_TESTIMONIAL_20250113,YO90205,Bumper 6s,GB,DEEPAL S07,33379,13553,0.406,151,0.004524,0.0346,14.06,469.22,12439,9364,7381,5295,395,2
2025-01-13,YT_GB_S07_TRV_AWARD_WINNER_20250113,YO34962,TrueView In-Stream,GB,DEEPAL S07,4601,1788,0.3887,33,0.007172,0.0337,13.11,60.33,1612,1211,957,590,77,0
2025-01-13,YT_GB_S07_BMP_HERO_LAUNCH_20250113,YO95683,Bumper 6s,GB,DEEPAL S07,9764,3568,0.3654,47,0.004814,0.0283,10.33,100.89,3282,2413,1588,1128,77,0
2025-01-14,YT_GB_S07_TRV_COMPARISON_20250114,YO37450,TrueView In-Stream,GB,DEEPAL S07,26718,10426,0.3903,138,0.005165,0.027,10.53,281.22,9259,7525,5846,3391,228,0
2025-01-14,YT_GB_S07_BMP_RESERVATION_CTA_20250114,YO66377,Bumper 6s,GB,DEEPAL S07,66216,27361,0.4132,751,0.011342,0.0242,10.02,663.32,25256,21097,16202,11776,1566,1
2025-01-14,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250114,YO35229,TrueView In-Stream,GB,DEEPAL S07,54318,21381,0.3936,243,0.004474,0.0327,12.85,698.18,19351,16073,12753,9119,792,6
2025-01-14,YT_GB_S07_BMP_COMPARISON_20250114,YO33527,Bumper 6s,GB,DEEPAL S07,13207,4872,0.3689,83,0.006285,0.0164,6.06,79.97,4395,3662,2616,1516,201,0
2025-01-14,YT_GB_S07_TRV_COMPARISON_20250114,YO48301,TrueView In-Stream,GB,DEEPAL S07,44258,14080,0.3181,207,0.004677,0.0298,9.49,419.98,13005,10231,7401,5548,609,5
2025-01-14,YT_GB_S07_BMP_TESTIMONIAL_20250114,YO92075,Bumper 6s,GB,DEEPAL S07,17502,8851,0.5058,92,0.005257,0.0264,13.37,233.93,7614,5482,4189,2402,93,0
2025-01-15,YT_GB_S07_TRV_HERO_LAUNCH_20250115,YO89613,TrueView In-Stream,GB,DEEPAL S07,14593,3996,0.2739,166,0.011375,0.0537,14.71,214.65,3512,2905,2161,1437,171,0
2025-01-15,YT_GB_S07_BMP_HERO_LAUNCH_20250115,YO50425,Bumper 6s,GB,DEEPAL S07,2956,958,0.3243,23,0.007781,0.0256,8.3,24.55,844,706,485,304,48,0
2025-01-15,YT_GB_S07_TRV_RESERVATION_CTA_20250115,YO93250,TrueView In-Stream,GB,DEEPAL S07,28420,14646,0.5154,300,0.010556,0.0133,6.85,194.74,13415,11190,7625,4449,359,0
2025-01-15,YT_GB_S07_BMP_TESTIMONIAL_20250115,YO75897,Bumper 6s,GB,DEEPAL S07,74790,26504,0.3544,606,0.008103,0.0359,12.71,950.47,24624,20338,14443,8413,1441,1
2025-01-15,YT_GB_S07_TRV_LIFESTYLE_20250115,YO68296,TrueView In-Stream,GB,DEEPAL S07,5927,1743,0.2942,25,0.004218,0.0471,13.85,82.09,1560,1269,849,512,21,0
2025-01-15,YT_GB_S07_BMP_PRODUCT_FEATURES_20250115,YO29291,Bumper 6s,GB,DEEPAL S07,91929,23705,0.2579,1016,0.011052,0.0282,7.28,669.61,21824,17993,13518,9177,358,1
2025-01-16,YT_GB_S07_TRV_COMPARISON_20250116,YO30196,TrueView In-Stream,GB,DEEPAL S07,42156,20803,0.4935,330,0.007828,0.0294,14.5,611.31,18225,14132,10569,6981,1235,8
2025-01-16,YT_GB_S07_BMP_RESERVATION_CTA_20250116,YO96960,Bumper 6s,GB,DEEPAL S07,54257,25569,0.4713,283,0.005216,0.0128,6.03,327.1,22113,15690,11124,7038,401,0
2025-01-16,YT_GB_S07_TRV_PRODUCT_FEATURES_20250116,YO39999,TrueView In-Stream,GB,DEEPAL S07,24969,7416,0.297,298,0.011935,0.0355,10.55,263.5,6687,5618,3928,2694,402,2
2025-01-16,YT_GB_S07_BMP_RESERVATION_CTA_20250116,YO18404,Bumper 6s,GB,DEEPAL S07,73833,39197,0.5309,747,0.010117,0.0229,12.16,897.88,35559,28196,19610,12439,2207,16
2025-01-16,YT_GB_S07_TRV_PRODUCT_FEATURES_20250116,YO13788,TrueView In-Stream,GB,DEEPAL S07,29073,13017,0.4478,239,0.008221,0.0241,10.78,313.46,11628,9224,6943,4643,737,5
2025-01-16,YT_GB_S07_BMP_HERO_LAUNCH_20250116,YO57961,Bumper 6s,GB,DEEPAL S07,21660,6138,0.2834,108,0.004986,0.0271,7.69,166.49,5339,3817,2734,1723,193,1
2025-01-17,YT_GB_S07_TRV_PRICE_REVEAL_20250117,YO13501,TrueView In-Stream,GB,DEEPAL S07,37516,19691,0.5249,299,0.00797,0.0263,13.82,518.36,18255,15398,10957,8156,750,3
2025-01-17,YT_GB_S07_BMP_PRICE_REVEAL_20250117,YO41987,Bumper 6s,GB,DEEPAL S07,22660,12376,0.5462,93,0.004104,0.0139,7.6,172.28,11680,9232,7309,4133,169,0
2025-01-17,YT_GB_S07_TRV_HERO_LAUNCH_20250117,YO63827,TrueView In-Stream,GB,DEEPAL S07,22169,10192,0.4598,248,0.011187,0.0253,11.62,257.69,9572,7394,5597,3790,564,3
2025-01-17,YT_GB_S07_BMP_RESERVATION_CTA_20250117,YO85399,Bumper 6s,GB,DEEPAL S07,64623,19124,0.2959,686,0.010615,0.025,7.4,478.05,17134,12156,7970,4534,683,6
2025-01-17,YT_GB_S07_TRV_TESTIMONIAL_20250117,YO62996,TrueView In-Stream,GB,DEEPAL S07,94993,30574,0.3219,976,0.010274,0.0235,7.56,718.31,26532,19029,12927,9307,1275,3
2025-01-17,YT_GB_S07_BMP_RESERVATION_CTA_20250117,YO32120,Bumper 6s,GB,DEEPAL S07,7580,3508,0.4628,63,0.008311,0.0212,9.83,74.48,3260,2384,1864,1118,86,0
2025-01-18,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250118,YO16974,TrueView In-Stream,GB,DEEPAL S07,90529,35534,0.3925,908,0.01003,0.0158,6.19,560.59,31858,26506,19360,13643,1455,14
2025-01-18,YT_GB_S07_BMP_HERO_LAUNCH_20250118,YO43171,Bumper 6s,GB,DEEPAL S07,120690,64466,0.5341,1072,0.008882,0.0122,6.54,788.93,60393,49592,38673,24172,1167,6
2025-01-18,YT_GB_S07_TRV_RESERVATION_CTA_20250118,YO19118,TrueView In-Stream,GB,DEEPAL S07,39648,21039,0.5307,302,0.007617,0.018,9.54,378.36,18848,15362,11804,8684,1055,3
2025-01-18,YT_GB_S07_BMP_PRICE_REVEAL_20250118,YO60584,Bumper 6s,GB,DEEPAL S07,37009,10452,0.2824,312,0.00843,0.0435,12.27,454.17,9570,6854,5136,3553,265,0
2025-01-18,YT_GB_S07_TRV_PRICE_REVEAL_20250118,YO91662,TrueView In-Stream,GB,DEEPAL S07,335,124,0.3719,3,0.008955,0.0207,7.67,2.57,114,91,70,48,2,0
2025-01-18,YT_GB_S07_BMP_DEALER_LOCATOR_20250118,YO89069,Bumper 6s,GB,DEEPAL S07,1099,311,0.2837,4,0.00364,0.0329,9.3,10.22,271,222,150,110,3,0
2025-01-19,YT_GB_S07_TRV_PRICE_REVEAL_20250119,YO69902,TrueView In-Stream,GB,DEEPAL S07,32004,10344,0.3232,156,0.004874,0.045,14.53,465.18,9319,7296,4922,3353,344,2
2025-01-19,YT_GB_S07_BMP_LIFESTYLE_20250119,YO87080,Bumper 6s,GB,DEEPAL S07,64373,19007,0.2953,414,0.006431,0.031,9.15,589.2,17121,13940,11108,8235,252,2
2025-01-19,YT_GB_S07_TRV_PRODUCT_FEATURES_20250119,YO41229,TrueView In-Stream,GB,DEEPAL S07,11353,6084,0.536,48,0.004228,0.0274,14.69,166.82,5408,4486,3451,2198,343,2
2025-01-19,YT_GB_S07_BMP_AWARD_WINNER_20250119,YO15541,Bumper 6s,GB,DEEPAL S07,6153,1871,0.3041,67,0.010889,0.0485,14.76,90.81,1714,1304,1032,762,78,0
2025-01-19,YT_GB_S07_TRV_PRICE_REVEAL_20250119,YO31484,TrueView In-Stream,GB,DEEPAL S07,36265,14947,0.4122,227,0.006259,0.0239,9.86,357.69,13408,10257,7143,5231,581,5
2025-01-19,YT_GB_S07_BMP_HERO_LAUNCH_20250119,YO21349,Bumper 6s,GB,DEEPAL S07,9759,2769,0.2838,96,0.009837,0.0465,13.19,128.69,2359,1998,1447,1075,140,0
2025-01-20,YT_GB_S07_TRV_PRODUCT_FEATURES_20250120,YO75142,TrueView In-Stream,GB,DEEPAL S07,55528,21910,0.3946,586,0.010553,0.0182,7.2,399.57,18721,13662,9738,5893,977,6
2025-01-20,YT_GB_S07_BMP_RESERVATION_CTA_20250120,YO18193,Bumper 6s,GB,DEEPAL S07,27696,12695,0.4584,229,0.008268,0.0217,9.93,275.16,11444,8932,6755,4455,675,6
2025-01-20,YT_GB_S07_TRV_PRODUCT_FEATURES_20250120,YO39154,TrueView In-Stream,GB,DEEPAL S07,39466,12791,0.3241,171,0.004333,0.0446,14.47,570.9,11048,8649,6859,4025,345,3
2025-01-20,YT_GB_S07_BMP_DEALER_LOCATOR_20250120,YO66858,Bumper 6s,GB,DEEPAL S07,53708,16036,0.2986,568,0.010576,0.0239,7.14,383.28,13766,10633,7569,5457,510,0
2025-01-20,YT_GB_S07_TRV_HERO_LAUNCH_20250120,YO39359,TrueView In-Stream,GB,DEEPAL S07,24027,8704,0.3623,239,0.009947,0.024,8.68,208.62,7765,6308,4324,3001,495,0
2025-01-20,YT_GB_S07_BMP_TESTIMONIAL_20250120,YO44707,Bumper 6s,GB,DEEPAL S07,49655,21869,0.4404,494,0.009949,0.0221,9.71,482.36,18924,14491,9924,6091,252,0
2025-01-21,YT_GB_S07_TRV_LIFESTYLE_20250121,YO68945,TrueView In-Stream,GB,DEEPAL S07,214329,95368,0.445,1391,0.00649,0.0148,6.57,1407.14,84243,60850,41063,25671,3620,36
2025-01-21,YT_GB_S07_BMP_TESTIMONIAL_20250121,YO38653,Bumper 6s,GB,DEEPAL S07,76955,41040,0.5333,654,0.008498,0.0129,6.88,529.48,36016,26204,19441,11473,2348,16
2025-01-21,YT_GB_S07_TRV_COMPARISON_20250121,YO29994,TrueView In-Stream,GB,DEEPAL S07,2518,902,0.3584,14,0.00556,0.0355,12.7,31.99,790,626,486,295,25,0
2025-01-21,YT_GB_S07_BMP_LIFESTYLE_20250121,YO97346,Bumper 6s,GB,DEEPAL S07,24371,10871,0.4461,280,0.011489,0.0211,9.43,229.78,10244,7261,4939,3466,586,2
2025-01-21,YT_GB_S07_TRV_DEALER_LOCATOR_20250121,YO54189,TrueView In-Stream,GB,DEEPAL S07,9646,2790,0.2893,106,0.010989,0.0441,12.76,123.06,2642,2209,1568,983,144,1
2025-01-21,YT_GB_S07_BMP_DEALER_LOCATOR_20250121,YO67349,Bumper 6s,GB,DEEPAL S07,45117,12631,0.28,475,0.010528,0.027,7.55,340.69,11745,8725,6608,4079,742,6
2025-01-22,YT_GB_S07_TRV_LIFESTYLE_20250122,YO55155,TrueView In-Stream,GB,DEEPAL S07,6613,3181,0.4812,61,0.009224,0.0161,7.73,51.15,2971,2357,1681,1142,76,0
2025-01-22,YT_GB_S07_BMP_LIFESTYLE_20250122,YO23366,Bumper 6s,GB,DEEPAL S07,94451,25062,0.2653,1058,0.011202,0.0316,8.39,792.15,23721,18036,13412,8932,997,2
